audio_id,url,latitude,longitude,length,date,time,recordist,main_scientific,main_common,all_scientific,all_common
726069,https://xeno-canto.org/726069,36.7441,54.4713,5:56,2022-04-27,06:10,Cedric Mroczko,Corvus corax,Northern Raven,"['Cyanistes caeruleus', 'Fringilla coelebs', 'Cuculus canorus', 'Turdus philomelos', 'Turdus merula', 'Parus major', 'Erithacus rubecula', 'Carpodacus erythrinus', 'Dendrocopos major', 'Troglodytes troglodytes', 'Phylloscopus collybita', 'Periparus ater', 'Phasianus colchicus', 'Corvus corax']","['Blue Tit', 'Chaffinch', 'Common Cuckoo', 'Song Thrush', 'Eurasian Blackbird', 'Great Tit', 'European Robin', 'Common Rosefinch', 'Great Spotted Woodpecker', 'Eurasian Wren', 'Common Chiffchaff', 'Coal Tit', 'Ring-necked Pheasant', 'Northern Raven']"
574461,https://xeno-canto.org/574461,42.1967,-114.2835,5:43,2018-06-14,05:47,Richard E. Webster,Corvus corax,Northern Raven,"['Melospiza melodia', 'Sitta canadensis', 'Empidonax occidentalis', 'Corthylio calendula', 'Empidonax hammondii', 'Turdus migratorius', 'Leuconotopicus villosus', 'Setophaga auduboni', 'Loxia sinesciuris', 'Troglodytes aedon', 'Antigone canadensis', 'Corvus corax']","['Song Sparrow', 'Red-breasted Nuthatch', '', 'Ruby-crowned Kinglet', ""Hammond's Flycatcher"", 'American Robin', '', '', 'Red Crossbill (Type 9)', 'House Wren', 'Sandhill Crane', 'Northern Raven']"
574458,https://xeno-canto.org/574458,42.1967,-114.2835,4:34,2018-06-14,05:11,Richard E. Webster,Corvus corax,Northern Raven,"['Setophaga aestiva', 'Spinus pinus', 'Corthylio calendula', 'Poecile gambeli', 'Turdus migratorius', 'Catharus guttatus', 'Piranga ludoviciana', 'Setophaga auduboni', 'Contopus sordidulus', 'Tachycineta thalassina', 'Troglodytes aedon', 'Corvus corax']","['', 'Pine Siskin', 'Ruby-crowned Kinglet', 'Mountain Chickadee', 'American Robin', 'Hermit Thrush', 'Western Tanager', '', 'Western Wood-Pewee', 'Violet-green Swallow', 'House Wren', 'Northern Raven']"
662940,https://xeno-canto.org/662940,31.906,-109.1543,3:02,2019-05-27,05:26,Richard E. Webster,Corvus corax,Northern Raven,"['Toxostoma curvirostre', 'Melanerpes formicivorus', 'Zenaida asiatica', 'Pheucticus melanocephalus', 'Campylorhynchus brunneicapillus', 'Zenaida macroura', 'Icterus cucullatus', 'Patagioenas fasciata', 'Callipepla gambelii', 'Tyrannus vociferans', 'Corvus corax']","['Curve-billed Thrasher', 'Acorn Woodpecker', 'White-winged Dove', 'Black-headed Grosbeak', 'Cactus Wren', 'Mourning Dove', 'Hooded Oriole', 'Band-tailed Pigeon', ""Gambel's Quail"", ""Cassin's Kingbird"", 'Northern Raven']"
913581,https://xeno-canto.org/913581,42.7062,2.1688,17:46,2024-03-17,06:50,Cedric Mroczko,Periparus ater,Coal Tit,"['Regulus regulus', 'Picus sharpei', 'Loxia curvirostra', 'Columba palumbus', 'Fringilla coelebs', 'Turdus philomelos', 'Turdus merula', 'Dryocopus martius', 'Fringilla montifringilla', 'Corvus corone', 'Certhia brachydactyla', 'Garrulus glandarius', 'Sciurus vulgaris', 'Periparus ater', 'Periparus ater']","['Goldcrest', 'Iberian Green Woodpecker', 'Red Crossbill', 'Wood Pigeon', 'Chaffinch', 'Song Thrush', 'Eurasian Blackbird', 'Black Woodpecker', 'Brambling', 'Carrion Crow', 'Short-toed Treecreeper', 'Eurasian Jay', 'Eurasian Red Squirrel', 'Coal Tit', 'Coal Tit']"
172453,https://xeno-canto.org/172453,52.0727,4.4515,3:55,2014-04-04,07:05,Herman van der Meer,Parus major,Great Tit,"['Cyanistes caeruleus', 'Anser anser', 'Sylvia atricapilla', 'Turdus merula', 'Larus argentatus', 'Parus major', 'Troglodytes troglodytes', 'Phylloscopus collybita', 'Phasianus colchicus', 'Podiceps cristatus', 'Anas platyrhynchos', 'Parus major']","['Blue Tit', 'Greylag Goose', 'Blackcap', 'Eurasian Blackbird', 'Herring Gull', 'Great Tit', 'Eurasian Wren', 'Common Chiffchaff', 'Ring-necked Pheasant', 'Great Crested Grebe', 'Mallard', 'Great Tit']"
650107,https://xeno-canto.org/650107,44.6377,1.6884,23:13,2021-04-18,06:45,Cedric Mroczko,Parus major,Great Tit,"['Cyanistes caeruleus', 'Columba palumbus', 'Fringilla coelebs', 'Capreolus capreolus', 'Cuculus canorus', 'Turdus philomelos', 'Sylvia atricapilla', 'Turdus merula', 'Corvus corone', 'Parus major', 'Erithacus rubecula', 'Linaria cannabina', 'Parus major']","['Blue Tit', 'Wood Pigeon', 'Chaffinch', 'Western Roe Deer', 'Common Cuckoo', 'Song Thrush', 'Blackcap', 'Eurasian Blackbird', 'Carrion Crow', 'Great Tit', 'European Robin', 'Linnet', 'Great Tit']"
678659,https://xeno-canto.org/678659,31.906,-109.1543,7:13,2019-05-27,04:43,Richard E. Webster,Tachycineta thalassina,Violet-green Swallow,"['Lampornis clemenciae', 'Sayornis nigricans', 'Selasphorus platycercus', 'Toxostoma curvirostre', 'Melanerpes formicivorus', 'Piranga rubra', 'Zenaida asiatica', 'Myiarchus tyrannulus', 'Campylorhynchus brunneicapillus', 'Phalaenoptilus nuttallii', 'Zenaida macroura', 'Cardinalis cardinalis', 'Patagioenas fasciata', 'Streptopelia decaocto', 'Callipepla gambelii', 'Tyrannus vociferans', 'Tachycineta thalassina']","['Blue-throated Hummingbird', 'Black Phoebe', 'Broad-tailed Hummingbird', 'Curve-billed Thrasher', 'Acorn Woodpecker', 'Summer Tanager', 'White-winged Dove', 'Brown-crested Flycatcher', 'Cactus Wren', 'Common Poorwill', 'Mourning Dove', 'Northern Cardinal', 'Band-tailed Pigeon', 'Eurasian Collared-Dove', ""Gambel's Quail"", ""Cassin's Kingbird"", 'Violet-green Swallow']"
574158,https://xeno-canto.org/574158,51.1962,-2.7859,3:13,2020-05-17,05:28,Alexander Henderson,Cettia cetti,Cetti's Warbler,"['Columba palumbus', 'Cygnus olor', 'Cuculus canorus', 'Turdus philomelos', 'Acrocephalus scirpaceus', 'Turdus merula', 'Branta canadensis', 'Fulica atra', 'Corvus corone', 'Botaurus stellaris', 'Phylloscopus collybita', 'Phasianus colchicus', 'Cettia cetti']","['Wood Pigeon', 'Mute Swan', 'Common Cuckoo', 'Song Thrush', 'Eurasian Reed-Warbler', 'Eurasian Blackbird', 'Canada Goose', 'Eurasian Coot', 'Carrion Crow', 'Eurasian Bittern', 'Common Chiffchaff', 'Ring-necked Pheasant', ""Cetti's Warbler""]"
559856,https://xeno-canto.org/559856,60.2114,25.0237,3:00,2020-05-08,07:30,Eetu Paljakka,Phylloscopus sibilatrix,Wood Warbler,"['Cyanistes caeruleus', 'Turdus iliacus', 'Fringilla coelebs', 'Phylloscopus trochilus', 'Turdus philomelos', 'Turdus merula', 'Spinus spinus', 'Ficedula hypoleuca', 'Certhia familiaris', 'Corvus cornix', 'Phylloscopus sibilatrix']","['Blue Tit', 'Redwing', 'Chaffinch', 'Willow Warbler', 'Song Thrush', 'Eurasian Blackbird', 'Eurasian Siskin', 'European Pied Flycatcher', 'Treecreeper', 'Hooded Crow', 'Wood Warbler']"
831051,https://xeno-canto.org/831051,51.8839,25.567,11:21,2023-05-17,07:00,Cedric Mroczko,Phylloscopus sibilatrix,Wood Warbler,"['Cyanistes caeruleus', 'Fringilla coelebs', 'Cuculus canorus', 'Turdus philomelos', 'Bombina bombina', 'Sylvia atricapilla', 'Parus major', 'Erithacus rubecula', 'Sylvia borin', 'Luscinia luscinia', 'Phylloscopus collybita', 'Curruca communis', 'Motacilla cinerea', 'Phylloscopus sibilatrix']","['Blue Tit', 'Chaffinch', 'Common Cuckoo', 'Song Thrush', 'European Fire-Bellied Toad', 'Blackcap', 'Great Tit', 'European Robin', 'Garden Warbler', 'Thrush Nightingale', 'Common Chiffchaff', 'Greater Whitethroat', 'Grey Wagtail', 'Wood Warbler']"
829551,https://xeno-canto.org/829551,51.8839,25.567,31:36,2023-05-16,07:20,Cedric Mroczko,Phylloscopus sibilatrix,Wood Warbler,"['Cyanistes caeruleus', 'Cuculus canorus', 'Turdus philomelos', 'Bombina bombina', 'Sylvia atricapilla', 'Dendrocopos leucotos', 'Turdus merula', 'Parus major', 'Aegithalos caudatus', 'Luscinia luscinia', 'Tringa ochropus', 'Phylloscopus collybita', 'Anas platyrhynchos', 'Phylloscopus sibilatrix']","['Blue Tit', 'Common Cuckoo', 'Song Thrush', 'European Fire-Bellied Toad', 'Blackcap', 'White-backed Woodpecker', 'Eurasian Blackbird', 'Great Tit', 'Long-tailed Tit', 'Thrush Nightingale', 'Green Sandpiper', 'Common Chiffchaff', 'Mallard', 'Wood Warbler']"
829539,https://xeno-canto.org/829539,51.8839,25.567,18:02,2023-05-16,06:20,Cedric Mroczko,Phylloscopus sibilatrix,Wood Warbler,"['Cyanistes caeruleus', 'Fringilla coelebs', 'Coccothraustes coccothraustes', 'Turdus philomelos', 'Bombina bombina', 'Sylvia atricapilla', 'Turdus merula', 'Parus major', 'Dendrocopos major', 'Luscinia luscinia', 'Phylloscopus collybita', 'Sturnus vulgaris', 'Phylloscopus sibilatrix']","['Blue Tit', 'Chaffinch', 'Hawfinch', 'Song Thrush', 'European Fire-Bellied Toad', 'Blackcap', 'Eurasian Blackbird', 'Great Tit', 'Great Spotted Woodpecker', 'Thrush Nightingale', 'Common Chiffchaff', 'European Starling', 'Wood Warbler']"
641556,https://xeno-canto.org/641556,51.8047,-1.2352,4:27,2021-04-22,06:16,Nicholas Boyd,Phylloscopus trochilus,Willow Warbler,"['Cyanistes caeruleus', 'Alauda arvensis', 'Turdus philomelos', 'Turdus merula', 'Corvus corone', 'Corvus frugilegus', 'Erithacus rubecula', 'Troglodytes troglodytes', 'Phasianus colchicus', 'Curruca communis', 'Phylloscopus trochilus']","['Blue Tit', 'Skylark', 'Song Thrush', 'Eurasian Blackbird', 'Carrion Crow', 'Rook', 'European Robin', 'Eurasian Wren', 'Ring-necked Pheasant', 'Greater Whitethroat', 'Willow Warbler']"
138126,https://xeno-canto.org/138126,52.0727,4.4515,6:59,2013-06-11,05:50,Herman van der Meer,Phylloscopus trochilus,Willow Warbler,"['Phylloscopus trochilus', 'Branta canadensis', 'Prunella modularis', 'Corvus corone', 'Haematopus ostralegus', 'Numenius arquata', 'Chloris chloris', 'Acrocephalus palustris', 'Phasianus colchicus', 'Anas platyrhynchos', 'Phylloscopus trochilus']","['Willow Warbler', 'Canada Goose', 'Dunnock', 'Carrion Crow', 'European Oystercatcher', 'Eurasian Curlew', 'European Greenfinch', 'Marsh Warbler', 'Ring-necked Pheasant', 'Mallard', 'Willow Warbler']"
669778,https://xeno-canto.org/669778,60.2433,25.1925,3:07,2021-05-14,07:30,Hannu Varkki,Phylloscopus trochilus,Willow Warbler,"['Cyanistes caeruleus', 'Turdus pilaris', 'Turdus iliacus', 'Tringa totanus', 'Turdus philomelos', 'Turdus merula', 'Chroicocephalus ridibundus', 'Troglodytes troglodytes', 'Gallinago gallinago', 'Anthus trivialis', 'Corvus cornix', 'Phylloscopus trochilus']","['Blue Tit', 'Fieldfare', 'Redwing', 'Common Redshank', 'Song Thrush', 'Eurasian Blackbird', 'Black-headed Gull', 'Eurasian Wren', 'Common Snipe', 'Tree Pipit', 'Hooded Crow', 'Willow Warbler']"
928287,https://xeno-canto.org/928287,51.144,17.8478,30:11,2024-05-07,07:00,Jarek Matusiak,Phylloscopus collybita,Common Chiffchaff,"['Cyanistes caeruleus', 'Alauda arvensis', 'Columba palumbus', 'Fringilla coelebs', 'Cuculus canorus', 'Coccothraustes coccothraustes', 'Turdus philomelos', 'Sylvia atricapilla', 'Turdus merula', 'Bufotes viridis', 'Corvus corax', 'Parus major', 'Erithacus rubecula', 'Columba oenas', 'Garrulus glandarius', 'Emberiza hortulana', 'Phasianus colchicus', 'Phylloscopus collybita']","['Blue Tit', 'Skylark', 'Wood Pigeon', 'Chaffinch', 'Common Cuckoo', 'Hawfinch', 'Song Thrush', 'Blackcap', 'Eurasian Blackbird', 'Green Toad', 'Common Raven', 'Great Tit', 'European Robin', 'Stock Dove', 'Eurasian Jay', 'Ortolan Bunting', 'Ring-necked Pheasant', 'Common Chiffchaff']"
857707,https://xeno-canto.org/857707,48.3867,23.0772,23:38,2023-05-06,06:05,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Cyanistes caeruleus', 'Columba palumbus', 'Fringilla coelebs', 'Turdus philomelos', 'Sylvia atricapilla', 'Dendrocopos leucotos', 'Ficedula albicollis', 'Turdus merula', 'Parus major', 'Dendrocopos major', 'Bombina variegata', 'Periparus ater', 'Certhia familiaris', 'Poecile palustris', 'Phylloscopus collybita']","['Blue Tit', 'Wood Pigeon', 'Chaffinch', 'Song Thrush', 'Blackcap', 'White-backed Woodpecker', 'Collared Flycatcher', 'Eurasian Blackbird', 'Great Tit', 'Great Spotted Woodpecker', 'Yellow-bellied Toad', 'Coal Tit', 'Treecreeper', 'Marsh Tit', 'Common Chiffchaff']"
723963,https://xeno-canto.org/723963,37.4237,56.7591,4:22,2022-04-30,06:15,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Fringilla coelebs', 'Cuculus canorus', 'Emberiza cia', 'Luscinia megarhynchos', 'Curruca althaea', 'Parus major', 'Alectoris chukar', 'Garrulus glandarius', 'Phylloscopus nitidus', 'Troglodytes troglodytes', 'Corvus cornix', 'Phylloscopus collybita']","['Chaffinch', 'Common Cuckoo', 'Rock Bunting', 'Common Nightingale', '', 'Great Tit', 'Chukar', 'Eurasian Jay', 'Green Warbler', 'Eurasian Wren', 'Hooded Crow', 'Common Chiffchaff']"
723962,https://xeno-canto.org/723962,37.4237,56.7591,15:59,2022-04-30,05:55,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Fringilla coelebs', 'Cuculus canorus', 'Coccothraustes coccothraustes', 'Turdus merula', 'Emberiza cia', 'Luscinia megarhynchos', 'Curruca althaea', 'Parus major', 'Alectoris chukar', 'Phylloscopus nitidus', 'Phylloscopus collybita', 'Upupa epops', 'Curruca communis', 'Corvus cornix', 'Phylloscopus collybita']","['Chaffinch', 'Common Cuckoo', 'Hawfinch', 'Eurasian Blackbird', 'Rock Bunting', 'Common Nightingale', '', 'Great Tit', 'Chukar', 'Green Warbler', 'Common Chiffchaff', 'Common Hoopoe', 'Greater Whitethroat', 'Hooded Crow', 'Common Chiffchaff']"
857709,https://xeno-canto.org/857709,48.3867,23.0772,28:48,2023-05-06,06:35,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Cyanistes caeruleus', 'Turdus viscivorus', 'Columba palumbus', 'Fringilla coelebs', 'Sylvia atricapilla', 'Dendrocopos leucotos', 'Ficedula albicollis', 'Turdus merula', 'Dendrocopos major', 'Bombina variegata', 'Periparus ater', 'Poecile palustris', 'Phylloscopus sibilatrix', 'Phylloscopus collybita']","['Blue Tit', 'Mistle Thrush', 'Wood Pigeon', 'Chaffinch', 'Blackcap', 'White-backed Woodpecker', 'Collared Flycatcher', 'Eurasian Blackbird', 'Great Spotted Woodpecker', 'Yellow-bellied Toad', 'Coal Tit', 'Marsh Tit', 'Wood Warbler', 'Common Chiffchaff']"
857415,https://xeno-canto.org/857415,48.3867,23.0772,20:59,2023-05-05,06:20,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Ficedula parva', 'Fringilla coelebs', 'Coccothraustes coccothraustes', 'Turdus philomelos', 'Sylvia atricapilla', 'Dendrocopos leucotos', 'Ficedula albicollis', 'Turdus merula', 'Erithacus rubecula', 'Bombina variegata', 'Troglodytes troglodytes', 'Certhia familiaris', 'Phylloscopus collybita']","['Red-breasted Flycatcher', 'Chaffinch', 'Hawfinch', 'Song Thrush', 'Blackcap', 'White-backed Woodpecker', 'Collared Flycatcher', 'Eurasian Blackbird', 'European Robin', 'Yellow-bellied Toad', 'Eurasian Wren', 'Treecreeper', 'Common Chiffchaff']"
828032,https://xeno-canto.org/828032,48.4605,23.7429,7:29,2023-05-12,06:45,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Regulus regulus', 'Turdus viscivorus', 'Loxia curvirostra', 'Fringilla coelebs', 'Turdus philomelos', 'Turdus merula', 'Prunella modularis', 'Phylloscopus collybita', 'Poecile montanus', 'Periparus ater', 'Phylloscopus collybita']","['Goldcrest', 'Mistle Thrush', 'Red Crossbill', 'Chaffinch', 'Song Thrush', 'Eurasian Blackbird', 'Dunnock', 'Common Chiffchaff', 'Willow Tit', 'Coal Tit', 'Common Chiffchaff']"
828031,https://xeno-canto.org/828031,48.4605,23.7429,26:44,2023-05-12,05:45,Cedric Mroczko,Phylloscopus collybita,Common Chiffchaff,"['Loxia curvirostra', 'Fringilla coelebs', 'Turdus philomelos', 'Turdus merula', 'Prunella modularis', 'Tetrastes bonasia', 'Erithacus rubecula', 'Aegithalos caudatus', 'Poecile montanus', 'Periparus ater', 'Anthus trivialis', 'Phylloscopus collybita']","['Red Crossbill', 'Chaffinch', 'Song Thrush', 'Eurasian Blackbird', 'Dunnock', 'Hazel Grouse', 'European Robin', 'Long-tailed Tit', 'Willow Tit', 'Coal Tit', 'Tree Pipit', 'Common Chiffchaff']"
906931,https://xeno-canto.org/906931,56.2127,16.4062,4:16,2024-05-28,06:30,Magnus Hellström,Phylloscopus trochiloides,Greenish Warbler,"['Alauda arvensis', 'Columba palumbus', 'Fringilla coelebs', 'Turdus merula', 'Hippolais icterina', 'Chroicocephalus ridibundus', 'Emberiza citrinella', 'Somateria mollissima', 'Phylloscopus collybita', 'Larus canus', 'Phylloscopus trochiloides']","['Skylark', 'Wood Pigeon', 'Chaffinch', 'Eurasian Blackbird', 'Icterine Warbler', 'Black-headed Gull', 'Yellowhammer', 'Common Eider', 'Common Chiffchaff', 'Common Gull', 'Greenish Warbler']"
574154,https://xeno-canto.org/574154,51.1918,-2.788,11:19,2020-05-17,04:47,Alexander Henderson,Acrocephalus schoenobaenus,Sedge Warbler,"['Columba palumbus', 'Cuculus canorus', 'Turdus merula', 'Branta canadensis', 'Fulica atra', 'Corvus corone', 'Corvus frugilegus', 'Botaurus stellaris', 'Troglodytes troglodytes', 'Phylloscopus collybita', 'Phasianus colchicus', 'Acrocephalus schoenobaenus']","['Wood Pigeon', 'Common Cuckoo', 'Eurasian Blackbird', 'Canada Goose', 'Eurasian Coot', 'Carrion Crow', 'Rook', 'Eurasian Bittern', 'Eurasian Wren', 'Common Chiffchaff', 'Ring-necked Pheasant', 'Sedge Warbler']"
184700,https://xeno-canto.org/184700,52.0727,4.4515,9:49,2014-06-02,05:20,Herman van der Meer,Acrocephalus schoenobaenus,Sedge Warbler,"['Anser anser', 'Fringilla coelebs', 'Tringa totanus', 'Phylloscopus trochilus', 'Sylvia atricapilla', 'Turdus merula', 'Branta canadensis', 'Fulica atra', 'Haematopus ostralegus', 'Limosa limosa', 'Troglodytes troglodytes', 'Chloris chloris', 'Phasianus colchicus', 'Gallinula chloropus', 'Acrocephalus schoenobaenus']","['Greylag Goose', 'Chaffinch', 'Common Redshank', 'Willow Warbler', 'Blackcap', 'Eurasian Blackbird', 'Canada Goose', 'Eurasian Coot', 'European Oystercatcher', 'Black-tailed Godwit', 'Eurasian Wren', 'European Greenfinch', 'Ring-necked Pheasant', 'Common Moorhen', 'Sedge Warbler']"
177006,https://xeno-canto.org/177006,52.0727,4.4515,9:29,2014-04-16,07:10,Herman van der Meer,Acrocephalus schoenobaenus,Sedge Warbler,"['Cyanistes caeruleus', 'Phylloscopus trochilus', 'Sylvia atricapilla', 'Turdus merula', 'Larus fuscus', 'Parus major', 'Haematopus ostralegus', 'Vanellus vanellus', 'Emberiza schoeniclus', 'Troglodytes troglodytes', 'Mareca strepera', 'Phylloscopus collybita', 'Chloris chloris', 'Tadorna tadorna', 'Phasianus colchicus', 'Linaria cannabina', 'Acrocephalus schoenobaenus']","['Blue Tit', 'Willow Warbler', 'Blackcap', 'Eurasian Blackbird', 'Lesser Black-backed Gull', 'Great Tit', 'European Oystercatcher', 'Northern Lapwing', 'Reed Bunting', 'Eurasian Wren', 'Gadwall', 'Common Chiffchaff', 'European Greenfinch', 'Common Shelduck', 'Ring-necked Pheasant', 'Linnet', 'Sedge Warbler']"
172398,https://xeno-canto.org/172398,52.0727,4.4515,4:54,2014-04-04,07:30,Herman van der Meer,Acrocephalus schoenobaenus,Sedge Warbler,"['Anser anser', 'Phylloscopus trochilus', 'Fulica atra', 'Chroicocephalus ridibundus', 'Haematopus ostralegus', 'Emberiza schoeniclus', 'Troglodytes troglodytes', 'Mareca strepera', 'Phasianus colchicus', 'Podiceps cristatus', 'Anas platyrhynchos', 'Acrocephalus schoenobaenus']","['Greylag Goose', 'Willow Warbler', 'Eurasian Coot', 'Black-headed Gull', 'European Oystercatcher', 'Reed Bunting', 'Eurasian Wren', 'Gadwall', 'Ring-necked Pheasant', 'Great Crested Grebe', 'Mallard', 'Sedge Warbler']"
507661,https://xeno-canto.org/507661,53.9299,-2.9833,17:01,2017-04-29,05:47,Chris Batty,Acrocephalus schoenobaenus,Sedge Warbler,"['Anser anser', 'Columba palumbus', 'Turdus merula', 'Acanthis cabaret', 'Prunella modularis', 'Larus argentatus', 'Corvus frugilegus', 'Anser brachyrhynchus', 'Carduelis carduelis', 'Phasianus colchicus', 'Numenius phaeopus', 'Linaria cannabina', 'Passer domesticus', 'Acrocephalus schoenobaenus']","['Greylag Goose', 'Wood Pigeon', 'Eurasian Blackbird', 'Lesser Redpoll', 'Dunnock', 'Herring Gull', 'Rook', 'Pink-footed Goose', 'Eurasian Goldfinch', 'Ring-necked Pheasant', 'Whimbrel', 'Linnet', 'House Sparrow', 'Sedge Warbler']"
574161,https://xeno-canto.org/574161,51.1938,-2.7829,5:42,2020-05-17,05:42,Alexander Henderson,Acrocephalus scirpaceus,Eurasian Reed Warbler,"['Columba palumbus', 'Cygnus olor', 'Cuculus canorus', 'Turdus merula', 'Fulica atra', 'Cettia cetti', 'Botaurus stellaris', 'Rallus aquaticus', 'Troglodytes troglodytes', 'Streptopelia decaocto', 'Phasianus colchicus', 'Anas platyrhynchos', 'Acrocephalus scirpaceus']","['Wood Pigeon', 'Mute Swan', 'Common Cuckoo', 'Eurasian Blackbird', 'Eurasian Coot', ""Cetti's Warbler"", 'Eurasian Bittern', 'Water Rail', 'Eurasian Wren', 'Eurasian Collared-Dove', 'Ring-necked Pheasant', 'Mallard', 'Eurasian Reed Warbler']"
372976,https://xeno-canto.org/372976,47.9959,10.9641,8:24,2017-05-21,06:03,Beatrix Saadi-Varchmin,Acrocephalus palustris,Marsh Warbler,"['Cyanistes caeruleus', 'Fringilla coelebs', 'Ardea cinerea', 'Sylvia atricapilla', 'Turdus merula', 'Dryocopus martius', 'Muscicapa striata', 'Fulica atra', 'Corvus corone', 'Parus major', 'Phylloscopus collybita', 'Acrocephalus palustris']","['Blue Tit', 'Chaffinch', 'Grey Heron', 'Blackcap', 'Eurasian Blackbird', 'Black Woodpecker', 'Spotted Flycatcher', 'Eurasian Coot', 'Carrion Crow', 'Great Tit', 'Common Chiffchaff', 'Marsh Warbler']"
184599,https://xeno-canto.org/184599,52.0727,4.4515,10:52,2014-06-02,05:15,Herman van der Meer,Acrocephalus palustris,Marsh Warbler,"['Anser anser', 'Phylloscopus trochilus', 'Turdus philomelos', 'Acrocephalus schoenobaenus', 'Sylvia atricapilla', 'Turdus merula', 'Fulica atra', 'Pica pica', 'Haematopus ostralegus', 'Troglodytes troglodytes', 'Tadorna tadorna', 'Phasianus colchicus', 'Podiceps cristatus', 'Linaria cannabina', 'Acrocephalus palustris']","['Greylag Goose', 'Willow Warbler', 'Song Thrush', 'Sedge Warbler', 'Blackcap', 'Eurasian Blackbird', 'Eurasian Coot', 'Eurasian Magpie', 'European Oystercatcher', 'Eurasian Wren', 'Common Shelduck', 'Ring-necked Pheasant', 'Great Crested Grebe', 'Linnet', 'Marsh Warbler']"
140300,https://xeno-canto.org/140300,52.0727,4.4515,39:31,2013-06-25,04:30,Herman van der Meer,Acrocephalus palustris,Marsh Warbler,"['Anser anser', 'Cuculus canorus', 'Phylloscopus trochilus', 'Acrocephalus schoenobaenus', 'Turdus merula', 'Corvus corone', 'Emberiza schoeniclus', 'Chloris chloris', 'Tadorna tadorna', 'Phasianus colchicus', 'Sterna hirundo', 'Hirundo rustica', 'Acrocephalus palustris']","['Greylag Goose', 'Common Cuckoo', 'Willow Warbler', 'Sedge Warbler', 'Eurasian Blackbird', 'Carrion Crow', 'Reed Bunting', 'European Greenfinch', 'Common Shelduck', 'Ring-necked Pheasant', 'Common Tern', 'Barn Swallow', 'Marsh Warbler']"
138107,https://xeno-canto.org/138107,52.0727,4.4515,10:28,2013-06-11,04:55,Herman van der Meer,Acrocephalus palustris,Marsh Warbler,"['Acrocephalus scirpaceus', 'Turdus merula', 'Branta canadensis', 'Fulica atra', 'Corvus corone', 'Mareca strepera', 'Acrocephalus palustris', 'Phasianus colchicus', 'Linaria cannabina', 'Gallinula chloropus', 'Acrocephalus palustris']","['Eurasian Reed-Warbler', 'Eurasian Blackbird', 'Canada Goose', 'Eurasian Coot', 'Carrion Crow', 'Gadwall', 'Marsh Warbler', 'Ring-necked Pheasant', 'Linnet', 'Common Moorhen', 'Marsh Warbler']"
137696,https://xeno-canto.org/137696,52.0727,4.4515,25:52,2013-06-06,05:35,Herman van der Meer,Acrocephalus palustris,Marsh Warbler,"['Anser anser', 'Phylloscopus trochilus', 'Acrocephalus scirpaceus', 'Acrocephalus schoenobaenus', 'Turdus merula', 'Corvus corone', 'Limosa limosa', 'Mareca strepera', 'Phasianus colchicus', 'Curruca communis', 'Anas platyrhynchos', 'Linaria cannabina', 'Acrocephalus palustris']","['Greylag Goose', 'Willow Warbler', 'Eurasian Reed-Warbler', 'Sedge Warbler', 'Eurasian Blackbird', 'Carrion Crow', 'Black-tailed Godwit', 'Gadwall', 'Ring-necked Pheasant', 'Greater Whitethroat', 'Mallard', 'Linnet', 'Marsh Warbler']"
135647,https://xeno-canto.org/135647,54.1776,9.1267,1:18:17,2013-05-30,05:34,Volker Arnold,Acrocephalus palustris,Marsh Warbler,"['Cygnus olor', 'Fringilla coelebs', 'Cuculus canorus', 'Phylloscopus trochilus', 'Acrocephalus scirpaceus', 'Sylvia atricapilla', 'Turdus merula', 'Prunella modularis', 'Corvus corone', 'Parus major', 'Coloeus monedula', 'Emberiza schoeniclus', 'Tadorna tadorna', 'Linaria cannabina', 'Acrocephalus palustris']","['Mute Swan', 'Chaffinch', 'Common Cuckoo', 'Willow Warbler', 'Eurasian Reed-Warbler', 'Blackcap', 'Eurasian Blackbird', 'Dunnock', 'Carrion Crow', 'Great Tit', '', 'Reed Bunting', 'Common Shelduck', 'Linnet', 'Marsh Warbler']"
102455,https://xeno-canto.org/102455,52.0727,4.4515,6:28,2012-05-28,06:10,Herman van der Meer,Acrocephalus palustris,Marsh Warbler,"['Cuculus canorus', 'Phylloscopus trochilus', 'Turdus philomelos', 'Acrocephalus schoenobaenus', 'Sylvia atricapilla', 'Turdus merula', 'Fulica atra', 'Haematopus ostralegus', 'Troglodytes troglodytes', 'Mareca strepera', 'Chloris chloris', 'Phasianus colchicus', 'Acrocephalus palustris']","['Common Cuckoo', 'Willow Warbler', 'Song Thrush', 'Sedge Warbler', 'Blackcap', 'Eurasian Blackbird', 'Eurasian Coot', 'European Oystercatcher', 'Eurasian Wren', 'Gadwall', 'European Greenfinch', 'Ring-necked Pheasant', 'Marsh Warbler']"
